"IMO Number...1","Name...2","Ship type","Total fuel consumption [m tonnes]","Total CO₂ emissions [m tonnes]","Total CH₄ emissions [m tonnes]","Total N₂O emissions [m tonnes]","Total CO₂eq emissions [m tonnes]","Time spent at sea [hours]","Fuel consumption per distance [kg / n mile]","CO₂ emissions per distance [kg CO₂ / n mile]","Fuel consumption per transport work (mass) [g / m tonnes · n miles]","CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles]","CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes]"
"9400473","COMBI DOCK I","Other ship types",3262.2,10248.93,0.16,0.59,10409.1,2833,90.26,283.58,41.41,130.11,222.5,4297.5,5177.3
"9400588","THOE","Bulk carrier",411.02,1300.16,0.02,0.07,1320.34,1184.75,36.37,115.06,6.61,20.92,0,600.95,662.99
"9400708","CHARLOTTE THERESA","Chemical tanker",2565.16,8095.79,0.13,0.46,8221.74,4729.19,66.22,208.98,14.05,44.34,6752.39,200.86,259.48
"9400849","IMPERIAL","Oil tanker",1634.66,5122.89,0.08,0.29,5203.16,1505.53,87.78,275.08,2.75,8.61,404.25,1834.1,2460.06
"9400875","STAR GATE","General cargo ship",854.52,2680.64,0.04,0.15,2722.6,1906.43,63.66,199.7,4.45,13.95,119.68,1509.5,927.33
"9400916","BC CALLISTO","General cargo ship",958.47,3012.88,0.05,0.17,3059.95,1129.37,78.67,247.3,3.32,10.43,690.26,229.23,1955.6
"9400928","INOI","General cargo ship",1180.84,3725.85,0.06,0.21,3783.83,1481.82,74.8,236.01,5.05,15.92,422.54,1165.92,2019.11
"9400942","KAMENARI","General cargo ship",2872.15,9077.47,0.14,0.52,9218.51,3993.83,74.66,235.96,4.04,12.76,2049.67,3612.62,2950.03
"9400954","CAPTAIN DIMITRIS S","General cargo ship",544.21,1697.17,0.03,0.1,1723.89,1110.3,72.69,226.68,5.61,17.5,0,1066.5,556.77
"9400980","ABHA","Oil tanker",1683.7,5273.22,0.08,0.3,5355.89,1275.4,143.87,450.59,3.98,12.47,0,3243.52,1845.71
"9401075","MELINA","Container ship",9929.75,31016.55,0.5,1.79,31504.1,4785.6,150.83,471.12,6.03,18.83,4108.3,14447.2,11602.47
"9401099","CMA CGM MOLIERE","Container ship",12721.44,39751.84,0.64,2.29,40376.47,4095.25,196.05,612.6,4.12,12.87,3251.87,16934.73,17702.5
"9401104","MSC SOLA","Container ship",544.6,1712.4,0.03,0.1,1739.14,180.9,266.36,837.52,4.39,13.81,1183.43,0,209.67
"9401116","MSC FRANCESCA","Container ship",4906.13,15313.92,0.25,0.88,15554.81,1388.3,252.99,789.69,6.08,18.98,1158.5,9574.83,4289.17
"9401128","VERIGE","Chemical tanker",2081.99,6519.81,0.1,0.37,6622.04,1506.4,120.59,377.63,3.17,9.92,0,619.42,5585.58
"9401130","MSC EVA","Container ship",8491.53,26490.32,0.42,1.53,26907.26,1857.5,331.82,1035.14,2.72,8.47,3857.75,11238.45,10863.81
"9401154","NAMRATA","Oil tanker",3037.8,9529.54,0.15,0.55,9678.69,1819.6,133.6,419.09,3,9.41,181.14,4167.53,4457.59
"9401166","MSC SAGITTA III","Container ship",2337.74,7302.43,0.12,0.42,7417.21,1260.2,140.03,437.42,6.65,20.76,662.28,2573.94,3916.59
"9401178","AS NINA","Container ship",6298.79,19667.74,0.31,1.13,19977.01,3924.02,171.59,535.77,6.23,19.46,9727.37,2097.56,6863.23
"9401283","RDO CONCORD","Container ship",7821.22,24673.63,0.39,1.41,25057.65,2594.6,203.36,641.54,4.96,15.65,2033.28,15481.63,6540.7
"9401362","ICE II","Bulk carrier",1886.26,5952.49,0.09,0.34,6045.1,1664,115.88,365.7,3.78,11.93,610.1,3134.22,1944.65
"9401489","STAR MARIA","Bulk carrier",448.59,1400.64,0.02,0.08,1422.67,441.3,88.94,277.68,1.74,5.44,0,0,1400.64
"9401544","STAVFJORD","Oil tanker",2180.25,6989.88,0.11,0.39,7096.93,2947.9,73.28,234.93,8.36,26.8,4255.93,819.84,890.35
"9401556","STAV VIKING","Oil tanker",2241.62,7186.63,0.11,0.4,7296.7,2846.83,77.22,247.56,8.84,28.35,4767.28,442.52,763.04
"9401570","GASCHEM RHONE","Gas carrier",3408.34,10701.84,0.17,0.61,10869.19,5469.37,50.39,158.23,26.59,83.49,2346,4321.41,3804.85
"9401673","HANSA ROTENBURG","Container ship",3985.49,12446.37,0.2,0.72,12642.06,3277.8,95.17,297.2,9.95,31.08,5521.9,3900.6,2537.08
"9401685","MSC ORTOLAN II","Container ship",2262.79,7063.95,0.11,0.41,7175.05,4017.57,134.37,419.49,15.41,48.11,666.38,4039.85,1899.15
"9401843","SEA FALCON","General cargo ship",1334.08,4158.88,0.07,0.24,4224.38,1186,92.01,286.82,2.48,7.73,0,0,4146.5
"9401910","YANNIS","Bulk carrier",784.89,2464.23,0.04,0.14,2502.77,739.49,85.49,268.41,3.39,10.63,112.56,976.44,1303.38
"9401922","SOZON","Bulk carrier",860.33,2720.98,0.04,0.15,2763.23,792,86.38,273.2,3.96,12.53,0,572.82,2091.96
"9401934","ST. ANDREW","Bulk carrier",1246.57,3910.8,0.06,0.22,3972.01,1191.54,81.46,255.56,3.28,10.3,348.75,2123.61,1257.44
"9402029","MAERSK BATUR","Container ship",6337.66,19631,0.32,1.14,19942.17,3009.81,137.95,427.29,5.44,16.85,758.8,6805.54,10487.84
"9402067","GWEN","General cargo ship",1861.15,5828.4,0.09,0.34,5919.78,3022.88,52.79,165.32,36.5,114.3,91.69,3212.53,2370.61
"9402122","SUNSET","General cargo ship",995.9,3131.11,0.05,0.18,3180.01,1199,80.98,254.6,2.43,7.64,0,1111.99,1993.79
"9402213","VELOS EMERALD","Oil tanker",2793.31,8736.88,0.14,0.5,8874.03,2057,125.43,392.32,1.78,5.55,956.8,2269.1,5148.3
"9402225","RAYSUT","Oil tanker",3493.79,10949.46,0.17,0.63,11121.01,2344.6,137.65,431.39,1.53,4.8,161.71,6024,4402.09
"9402237","DOLPHIN PEARL","Oil tanker",2003.45,6304.86,0.1,0.36,6403.23,1423.1,144.02,453.24,2.09,6.59,301.68,3140.67,2474.41
"9402249","ORCA PEARL","Oil tanker",1249.45,3915.17,0.06,0.22,3976.51,818.73,127.22,398.65,1.26,3.93,0,0,3915.17
"9402263","SELIGER","Oil tanker",5425,17052.19,0.27,0.98,17318.56,4362,130.09,408.92,2.67,8.39,202.22,8054.48,6661.55
"9402287","MOUNT TROODOS","Bulk carrier",1091.42,3398.67,0.05,0.2,3452.25,731,139.5,434.39,0.82,2.57,0,0,3398.67
"9402304","DUKESHIP","Bulk carrier",1364.76,4291.95,0.07,0.25,4358.96,971.94,149.79,471.05,1.24,3.89,0,1343.32,2888.07
"9402495","DUBAI CHARM","Oil tanker",4840.99,15230.59,0.24,0.87,15468.28,3114.78,144.06,453.25,2.75,8.65,653.7,5691.16,7433.41
"9402627","MAERSK NEW DELHI","Container ship",3079.79,9634.45,0.15,0.55,9785.66,1573.7,125.49,392.56,7.74,24.2,827.65,8155.83,371.34
"9402782","OCEAN ELECTRA","Oil tanker",711.43,2246.01,0.04,0.13,2280.94,647.3,103.38,326.39,3.36,10.62,0,754.86,1355.85
"9402823","CHEM HERO","Oil tanker",126.25,404.77,0.01,0.02,410.97,420.9,83.53,267.8,11.22,35.97,0,211.61,170.08
"9402835","CHEM LEADER","Oil tanker",148.04,474.62,0.01,0.03,481.89,661.2,79.76,255.72,25.42,81.5,294.44,54.5,113.81
"9402902","MARAN PYTHIA","Oil tanker",6951.66,21703.9,0.35,1.25,22045.23,3620.05,162.6,507.67,2.1,6.55,0,8264.22,12413.12
"9402914","MARAN PENELOPE","Oil tanker",4635.69,14500.49,0.23,0.83,14728.1,2684.35,174.23,545,2.55,7.98,170.28,5447.15,8248.81
"9402926","MARAN POSEIDON","Oil tanker",9531.64,29872.41,0.48,1.72,30340.42,5120.76,190.76,597.86,2.33,7.3,10329.85,8633.32,8128.42
"9403023","THOR CONFIDENCE","Bulk carrier",1892.6,5922.29,0.09,0.34,6015.21,2282.6,86.55,270.84,2.04,6.39,48.73,3877.56,1738.49
"9403035","CEDAR","Bulk carrier",836.44,2645.95,0.04,0.15,2687.02,1012.1,83.19,263.17,1.89,5.99,71.46,281.39,2141.52
"9403085","GLOBE CLEOPATRA","Bulk carrier",366.74,1152.22,0.02,0.07,1170.23,438.97,79.03,248.29,2.44,7.66,0,364.88,750.93
"9403114","CYCAS","Bulk carrier",666.2,2079.45,0.03,0.12,2112.16,739.8,80.11,250.05,1.84,5.74,315.91,0,1659.98
"9403188","GLOBE PEGASUS","Bulk carrier",1410.16,4414.48,0.07,0.25,4483.71,1446,101.96,319.18,2.64,8.26,1046.33,2884.37,230.88
"9403190","DENSA DOLPHIN","Bulk carrier",2825.01,8837.48,0.14,0.51,8976.19,2939.27,90.77,283.96,1.93,6.05,651.05,4080.74,3818.84
"9403205","VIENNA","Bulk carrier",1360.65,4249.34,0.07,0.24,4316.14,1745.3,74.4,232.34,1.78,5.55,605.58,132.36,3375.78
"9403310","PIS PARAGON","Oil tanker",2168.45,6814.22,0.11,0.39,6920.69,1854.4,102.14,320.98,3.85,12.09,171.26,4090.1,2206.83
"9403322","ATLANTIC T","Oil tanker",408.05,1294.4,0.02,0.07,1314.43,275.61,130.28,413.28,6.62,21.01,764.25,186.91,63.58
"9403346","DUCHESS OF DORIA","Oil tanker",1170.1,3698.93,0.06,0.21,3756.38,1265.1,75.87,239.85,3.96,12.5,252.77,1502.14,1716.5
"9403396","MSC CANCUN","Container ship",15860.56,49503.41,0.79,2.85,50282.17,5308.8,199.9,623.91,7.64,23.85,20520.87,15436.23,12639.44
"9403437","MSC AZURIT F","Container ship",2053.81,6431.22,0.1,0.37,6532.06,3825.56,91.56,286.72,17.06,53.42,1410.99,2550.55,2303.64
"9403449","CONTSHIP SKY","Container ship",174.95,552.46,0.01,0.03,561.05,171.1,115.17,363.7,18.82,59.43,0,303.91,228.46
"9403516","CHAMPIONSHIP","Bulk carrier",8386.67,26151.54,0.42,1.51,26563.33,5002,165.67,516.6,1.13,3.53,2006.21,9510.11,14234.28
"9403528","TRUE CHAMPION","Bulk carrier",1439.36,4512.45,0.07,0.26,4583.13,1084.1,153.78,482.1,1.65,5.18,0,1611.1,2688.02
"9403554","SERENGETI","Oil tanker",444.63,1390.82,0.02,0.08,1412.65,311.8,135.99,425.39,2.34,7.33,0,314.27,903.75
"9403774","NAVIGATOR CAPRICORN","Gas carrier",2795.51,8757.56,0.14,0.5,8894.82,2695.63,86.42,270.74,19.02,59.57,327.63,4235.27,3310.91
"9403841","MS MARIA","Bulk carrier",458.9,1431.88,0.02,0.08,1454.41,922.19,53.98,168.44,5.6,17.48,0,529.14,748.32
"9404065","CARLOTA B","Container ship",4772.41,14887.16,0.24,0.86,15121.49,6019.88,64.99,202.73,17.69,55.18,14299.33,0,0
"9404077","LUCIA B","Container ship",4941.51,15459.96,0.25,0.89,15702.59,5414.43,66.4,207.74,17.92,56.07,6568.66,2427.36,6144.99
"9404089","KRISTIN SCHEPERS","Container ship",5008.89,15907.89,0.25,0.9,16153.83,5604.9,69.68,221.31,28.78,91.39,4856.76,6267.19,4515.47
"9404091","HENRIKE SCHEPERS","Container ship",3998.21,12597.95,0.2,0.72,12794.27,4229.07,67.37,212.27,13.43,42.3,11816.82,185.38,0
"9404388","WICKY SPIRIT","Chemical tanker",1132.41,3630.51,0.06,0.2,3686.11,1666.45,63.27,202.86,13.21,42.36,0,2102.4,1481.42
"9404429","CAPTAIN RAVI","Bulk carrier",1734.43,5438.15,0.09,0.31,5523.31,1966.6,84.22,264.07,4.01,12.58,332.01,760.48,4168.79
"9404431","TASAN","Bulk carrier",1628.48,5098.69,0.08,0.29,5178.65,2291.25,86.64,271.28,2.62,8.2,198.76,267.44,4503.32
"9404443","ARKONA","Bulk carrier",1291.61,4028.96,0.06,0.23,4092.38,1472.88,76.65,239.11,2.44,7.6,148.15,946.7,2846.9
"9404625","CORAL LEAF","Gas carrier",3257.61,10443.9,0.16,0.59,10603.85,5188.01,58.89,188.82,43.55,139.62,8964.98,235.13,350.42
"9404649","MSC DANIT","Container ship",25604.72,79859.05,1.28,4.61,81116.25,5380.3,343.78,1072.24,2.38,7.43,7282.33,40101.52,31021.51
"9404651","MSC CAMILLE","Container ship",15450.24,48134.1,0.77,2.78,48892.71,3483.9,321.51,1001.65,2.56,7.98,6583.3,20309.02,20299.22
"9404663","MSC SONIA","Container ship",1972.48,6149.38,0.1,0.36,6246.23,525.4,342.19,1066.8,5.93,18.48,1264.6,3068.56,1522.37
"9404675","MSC MELATILDE","Container ship",4313.45,13457.61,0.22,0.78,13669.4,912.5,312,973.42,11.62,36.26,1482.8,11678.81,83.03
"9404792","NAVIGATOR SCORPIO","Gas carrier",3070.7,9692.03,0.15,0.55,9842.8,4905.85,75.83,239.33,14.25,44.97,518.94,4409.64,3902.76
"9404807","NAVIGATOR TAURUS","Gas carrier",3815.1,11957.85,0.19,0.69,12145.17,4730.92,74.95,234.93,11.45,35.87,267.31,6067.28,5367.46
"9404821","GRETA","Container ship",4960.37,15472.52,0.25,0.89,15716.07,5637.53,64.88,202.38,15.8,49.27,7891.83,1705.84,4766.7
"9404833","SUMMIT SPIRIT","Oil tanker",1223.5,3820.74,0.06,0.22,3880.82,834.5,129.95,405.81,2.14,6.7,0,1539.55,2016.38
"9404845","ZENITH SPIRIT","Oil tanker",2348.62,7353.52,0.12,0.42,7468.84,1591.89,128.45,402.18,2.71,8.5,0,3762.34,3106.75
"9404869","OOCL GUANGZHOU","Container ship",10768.07,33286.47,0.54,1.94,33815.19,4489,174.84,540.47,6.96,21.5,5203.14,19555.21,8063.31
"9404936","NORVIC MONIA","Oil tanker",6000.36,18828.61,0.3,1.08,19123.22,3542.78,158.07,496,3.97,12.45,205.18,8001.38,7698.3
"9404950","OTTOMAN EQUITY","Oil tanker",3283.51,10308.29,0.16,0.59,10469.51,2017.1,141.67,444.75,2.61,8.21,0,3398.95,5347.65
"9405320","GTM GERMANY","Chemical tanker",36,114.09,0,0.01,115.86,34.5,103.18,327,15.3,48.48,0,25.77,68.77
"9405423","SIREN","Oil tanker",1385,4321.17,0.07,0.25,4389.17,1273,150.41,469.27,1.65,5.15,0,1175.56,3052.64
"9405485","POSEIDON S","Bulk carrier",598.68,1888.47,0.03,0.11,1917.86,793.77,100.2,316.06,4.65,14.68,0,941.45,848.27
"9405497","G FORCE","Bulk carrier",445.63,1406.83,0.02,0.08,1428.71,361.25,106.13,335.04,4.1,12.93,0,672.56,694.71
"9405538","KINAROS","Chemical tanker",827.62,2595.33,0.04,0.15,2635.97,745.3,100.37,314.76,2.29,7.18,21.7,1130.14,1289.56
"9405540","KIMOLOS","Chemical tanker",1232.03,3861.62,0.06,0.22,3922.12,869.47,132.8,416.23,6.16,19.32,981.73,1810.93,677.69
"9405746","LASCAUX","Chemical tanker",2552.65,8042.15,0.13,0.46,8167.48,4780.5,68.09,214.51,19.48,61.36,568.85,2844.31,4518.94
"9405772","SAMPATIKI","Chemical tanker",946.5,2999.47,0.05,0.17,3045.94,2271.6,49.49,156.83,16.89,53.52,74.08,1006.08,1532.01
"9405849","MATRAH","Chemical tanker",3316.23,10391.29,0.17,0.6,10554.11,3307.5,83.85,262.75,3.63,11.38,1615.56,2996.17,4197.36
"9405851","AL AMERAT","Chemical tanker",3101.1,9704.29,0.16,0.56,9856.56,2774.14,88.93,278.28,4.7,14.71,935.79,4281.38,3985.87
"9405899","MERSINI","Oil tanker",1533.75,4809.39,0.08,0.28,4884.7,1183.5,109.83,344.41,6.56,20.56,0,718,3871.47
"9406013","CAPE BENAT","Oil tanker",8366.5,26195.91,0.42,1.51,26606.71,4910,150.84,472.3,2.43,7.61,52.9,11066.67,12461.12
"9406049","LOUISA BOLTEN","Bulk carrier",1916.09,6021.79,0.1,0.34,6115.87,2239.07,84.25,264.77,4.19,13.17,329.55,2566.38,2352.23
"9406051","MJ PINAR","Bulk carrier",843.43,2632.39,0.04,0.15,2673.8,1123.52,64.78,202.19,3.19,9.95,458,809.72,1255.67
"9406063","LILLY BOLTEN","Bulk carrier",2550.99,7991.42,0.13,0.46,8116.67,3284.45,76.52,239.72,3.86,12.09,1354.27,3897.92,2318.47
"9406087","HADEEL","Bulk carrier",771.39,2422.93,0.04,0.14,2460.8,984.16,73.64,231.29,3.63,11.41,436.19,579.21,1281.03
"9406104","CS CAPRICE","Bulk carrier",1557.35,4896.18,0.08,0.28,4972.65,2898.9,84.66,266.18,3.95,12.42,1141.05,1416.45,2100.64
"9406116","SEASTAR TROJAN","Bulk carrier",2379.54,7459.9,0.12,0.43,7576.74,3012.38,71.73,224.86,3.67,11.51,819.17,4800.6,1458.24
"9406128","CS CRYSTAL","Bulk carrier",1238.74,3929.28,0.06,0.22,3990.11,1768.6,84.57,268.25,4.26,13.5,618.3,2194.4,869.05
"9406582","JETTE THERESA","Chemical tanker",2700.49,8514.17,0.14,0.49,8646.76,4717.91,65.03,205.03,12.09,38.12,7812.74,0,0
"9406611","CMA CGM MUSSET","Container ship",3930.06,12316.35,0.2,0.71,12509.32,1453.5,180,564.1,4.54,14.23,933.16,5416.04,5614.52
"9406635","CMA CGM RABELAIS","Container ship",4985.91,15537.9,0.25,0.9,15782.71,1652.2,208.29,649.11,3.65,11.38,1571.3,6556.13,7081.21
"9406659","SESTREA","Oil tanker",2549.6,8046.49,0.13,0.46,8171.68,1621.6,157.91,498.37,1.82,5.75,744.67,2272.36,4461.41
"9406673","DELTA HELLAS","Oil tanker",3933.33,12325.1,0.2,0.71,12518.23,2552.1,144.75,453.58,2.02,6.33,135.83,4624,6184
"9406685","DELTA IOS","Oil tanker",2565.11,8020.22,0.13,0.46,8146.17,1249.78,184.97,578.33,1.38,4.31,0,768,6792
"9406738","NHAVA SHEVA EXPRESS","Container ship",3721.01,11648.42,0.19,0.67,11831.13,940.6,266.99,835.79,5.92,18.55,855.86,5627.85,4022.79
"9406829","ASTURIANO III","Container ship",2113.48,6620.97,0.11,0.38,6724.75,2476.48,93.3,292.27,17.51,54.86,2758.68,2427.51,1146.37
"9406934","CONTSHIP LUV","Container ship",329.42,1030.48,0.02,0.06,1046.66,273.7,139.35,435.93,20.69,64.72,0,761.85,228.62
"9406958","MARBELLA","General cargo ship",1504,4821.82,0.08,0.27,4895.67,3244.75,44.53,142.76,9.79,31.37,2440.95,763.77,1151.47
"9406960","OKEE CUNO","Container ship",710.4,2214.01,0.04,0.13,2248.89,646,85.67,267.01,8.94,27.88,145.87,1482.36,565.25
"9407067","GWEN","Chemical tanker",260.2,822.71,0.01,0.05,835.48,274.01,73.92,233.72,4.01,12.69,0,782.63,0
"9407146","ALTAMIRA EXPRESS","Container ship",10996.2,34333.2,0.55,1.98,34873.11,5564.22,151.56,473.22,4.7,14.67,3178.32,16426.14,14116.89
"9407158","SEASPAN EMISSARY","Container ship",13675.03,42649.51,0.68,2.46,43320.95,6524.32,162.89,508.01,4.62,14.39,4592.35,20006.97,17355.83
"9407328","NAVIGATOR PEGASUS","Gas carrier",104,327.7,0.01,0.02,332.81,117.6,71.19,224.33,11.35,35.77,0,131.4,149.99
"9407330","NAVIGATOR PHOENIX","Gas carrier",4926.76,15389.43,0.25,0.89,15631.33,5378.54,74.05,231.29,9.45,29.52,1103.47,6149.03,7846.56
"9407366","HORIZON APHRODITE","Chemical tanker",716.07,2241.24,0.04,0.13,2276.4,447,125.71,393.47,4.47,13.98,413.4,843.13,657.34
"9407378","HORIZON ATHENA","Chemical tanker",605.61,1901.2,0.03,0.11,1930.93,449,105.99,332.73,2.85,8.95,0,1504.58,286.94
"9407380","HORIZON THETIS","Chemical tanker",1147.9,3600.19,0.06,0.21,3656.55,972.4,122.56,384.39,12.94,40.57,0,649.13,2892.42
"9407445","SEAMUSIC","Oil tanker",6125.92,19238.9,0.31,1.1,19539.69,5383.34,185.57,582.79,3.83,12.03,709.11,5955.41,9713.11
"9407469","ANNA-MARIA","Bulk carrier",798.26,2531.59,0.04,0.14,2570.78,1031.26,88.45,280.51,3.37,10.69,0,931.28,1478.79
"9407471","ANNA-ELISABETH","Bulk carrier",833.26,2609.76,0.04,0.15,2650.68,1043.02,79.02,247.49,2.73,8.55,363.46,1084.28,1119.69
"9407500","ANNA-BARBARA","Bulk carrier",980.9,3094.83,0.05,0.18,3142.99,1130.73,95.93,302.67,3.15,9.95,0,422.95,2531.78
"9407524","LU XIANG","Bulk carrier",1995.32,6267.01,0.1,0.36,6364.99,2306.8,76.95,241.69,1.88,5.91,1571.77,1634.97,2796.01
"9407574","BBC EAGLE","General cargo ship",835.56,2627.67,0.04,0.15,2668.7,1264.86,72.48,227.94,434.07,1365.06,519.32,978.4,914.94
"9407586","BBC KIMBERLEY","General cargo ship",1240.52,3900.93,0.06,0.22,3961.84,2126.42,68.77,216.25,21.14,66.46,694.79,1979.68,1167.5
"9407598","BBC EDGE","General cargo ship",1921.78,6027.74,0.1,0.35,6122.09,2990.05,57.82,181.37,51.66,162.03,1312.42,2045.41,2549.95
"9407665","HOEGH CARIBIA","Vehicle carrier",1646.39,5132.52,0.08,0.3,5213.36,1758,69.61,217,144.06,449.11,1980.19,2635.55,350.78
"9407689","POLARIS LIBERTY","Vehicle carrier",6127.18,19227.6,0.31,1.1,19528.44,5872.97,79.7,250.1,55.11,172.93,5123.56,7781.99,6018.15
"9407859","XIN AN NING","Bulk carrier",974.76,3040.98,0.05,0.18,3088.84,398.1,102.5,319.77,2.85,8.89,0,323,2577.26
"9407861","AN CHANG","Bulk carrier",1759.66,5514.43,0.09,0.32,5600.84,1713.7,85.59,268.24,2.07,6.5,198.54,1643.51,3549.33
"9407873","XIN AN YUAN","Bulk carrier",766.08,2391.77,0.04,0.14,2429.39,705.3,88.29,275.65,2.92,9.12,11.43,173.56,2012.12
"9408073","BAKER SPIRIT","Oil tanker",1598.5,4981.74,0.08,0.29,5060.23,931.59,195.22,608.42,1.37,4.27,0,4980.18,1.56
"9408217","OTIS","Oil tanker",1380.36,4317.03,0.07,0.25,4384.81,1022,136.66,427.39,1.98,6.18,0,1430.39,2546.02
"9408281","XIN HAI TONG 16","Bulk carrier",86.44,270.89,0,0.02,275.13,82.47,95.73,299.99,23,72.08,30.87,121.31,58.38
"9408360","ATA VOYAGER","Chemical tanker",797.56,2556.98,0.04,0.14,2596.14,3348.66,24.34,78.03,6.29,20.16,167.45,1031.21,1323.82
"9408463","DELTA HARMONY","Oil tanker",2246.56,7049.71,0.11,0.4,7160.02,1441.3,148.03,464.53,2.02,6.35,0,2826,3273
"9408475","DELTA OCEAN","Oil tanker",5989.36,18712.91,0.3,1.08,19006.99,4191.4,134.82,421.23,1.55,4.85,772.16,5146,11981
"9408683","ADVANTAGE SOLAR","Oil tanker",13158.31,41151.47,0.66,2.37,41797.54,5785.1,203.99,637.96,4.02,12.56,1517.42,18715.49,18229.18
"9408762","SEAVOYAGER","Oil tanker",2334.97,7307.75,0.12,0.42,7422.4,1231.7,185.17,579.52,2.09,6.55,589.29,542.92,5607.23
"9408803","PVT JUPITER","Chemical tanker",836.11,2633.11,0.04,0.15,2674.17,1104,65.49,206.24,4.09,12.88,451.4,1202.56,873.53
"9408865","MUNDRA EXPRESS","Container ship",2810.9,8782.38,0.14,0.51,8920.4,798.4,231.69,723.9,2.75,8.6,555.28,221.19,7881.84
"9408877","NAVIOS CONSTELLATION","Container ship",8272.14,25784.73,0.41,1.49,26190.89,2076.1,254.76,794.09,3.19,9.94,221.21,6715.15,18745.58
"9408889","KRIS","General cargo ship",1397.33,4479.84,0.07,0.25,4548.45,3467.08,41.03,131.55,9.13,29.26,889.99,1599.57,1752.4
"9409132","CHARISMA","Bulk carrier",1592.74,4995.96,0.08,0.29,5074.17,1977.63,90.34,283.38,2.56,8.02,1519.28,2124.27,948.93
"9409194","CMA CGM LAMARTINE","Container ship",11791.6,36792.9,0.59,2.12,37371.87,4353.96,183.09,571.3,3.75,11.69,4514.22,15193.33,15694.94
"9409259","FREE SPIRIT","Oil tanker",3259.54,10234.45,0.16,0.59,10394.5,1500,193.41,607.28,2.67,8.39,570.82,3162.35,5980.32
"9409273","FURE SPEAR","Oil tanker",2239.5,7179.84,0.11,0.4,7289.8,2585.38,87.99,282.11,11.79,37.8,4673.55,470.87,541.23
"9409352","MAERSK BRANI","Container ship",4849.96,14823.32,0.24,0.87,15061.46,2026.88,156.64,478.74,6.61,20.2,834.78,5416.37,5529.8
"9409534","ELAR TRADER","Bulk carrier",1443,4562.53,0.07,0.26,4633.38,1399.73,105.56,333.77,3.9,12.33,825.02,1648.92,1715.1
"9409742","BARNACLE","Bulk carrier",590.35,1862.6,0.03,0.11,1891.59,954.88,68.44,215.93,4.06,12.8,143.92,725.28,908.16
"9410002","AVENCA","Chemical tanker",2788.3,8733.64,0.14,0.5,8870.55,2758.1,100.35,314.33,3.89,12.17,182.16,2823.66,5149.3
"9410131","AVIVA","Chemical tanker",347.6,1101.4,0.02,0.06,1118.47,643,104.52,331.19,12.73,40.35,298.49,503.41,232.19
"9410143","LAGERTHA","Chemical tanker",2512.87,7980.13,0.13,0.45,8103.51,3029.16,91.76,291.41,12.94,41.09,4696.95,1353.91,1005.25
"9410179","MINERVA PISCES","Oil tanker",3667.88,11465.06,0.18,0.66,11645.16,2689.67,156.67,489.71,2.18,6.8,0,5328.48,5492.82
"9410181","DELTA SKY","Oil tanker",5540.83,17342.38,0.28,1,17614.44,3420.1,172.26,539.17,2.12,6.65,0,5931,10214
"9410208","KAROLOS","Oil tanker",1819.06,5695.17,0.09,0.33,5784.49,777.42,310.47,972.02,3,9.4,1147.16,0,4137.02
"9410222","ZOUZOU N.","Oil tanker",1947.77,6090.93,0.1,0.35,6186.56,1103.02,199.48,623.81,2.78,8.69,0,2948.82,2888.76
"9410272","AS SARA","Container ship",370.5,1153.74,0.02,0.07,1171.93,165.7,143.94,448.23,9.43,29.37,0,0,1153.74
"9410454","FRIENDSHIP","Bulk carrier",1206.54,3784.07,0.06,0.22,3843.31,915,121.58,381.31,1.37,4.3,0,1252.45,2501.17
"9410533","MED ATLANTIC","Chemical tanker",3915.09,12265.57,0.2,0.7,12457.81,4077.98,91.79,287.56,7.37,23.1,802.55,5086.16,5799.68
"9410545","MED ARCTIC","Chemical tanker",2325.66,7301.85,0.12,0.42,7416.04,3432.77,69,216.65,24.12,75.72,5962.65,28.6,52.43
"9410648","EUROINTEGRITY","Oil tanker",640,2003.08,0.03,0.12,2034.5,434.58,133.61,418.18,1.34,4.2,0,265.79,1679.58
"9410650","SIGMA TRIUMPH","Oil tanker",2846.9,8964,0.14,0.51,9103.78,1311,173.49,546.25,3.68,11.58,0,4469.6,3802.1
"9410662","MED ADRIATIC","Chemical tanker",1932.71,6123,0.1,0.35,6217.9,3730.98,49.88,158.03,15.57,49.32,2770.5,1628.58,1299.87
"9410727","CMA CGM ANDROMEDA","Container ship",2702,8340.48,0.14,0.49,8473.15,628.35,300.68,928.13,4.95,15.27,1366.45,2935.85,2846.69
"9410753","CMA CGM CALLISTO","Container ship",2665.8,8221.1,0.13,0.48,8352,637.36,296.7,915,5.32,16.42,1923.97,2703.29,2859.78
"9410777","CMA CGM CENTAURUS","Container ship",2551.3,7945.03,0.13,0.46,8070.3,548.74,301.46,938.77,5.09,15.84,1681.32,2462.53,3107.41
"9410789","CMA CGM COLUMBA","Container ship",21209.5,66168.57,1.06,3.82,67209.95,4791.95,290.88,907.47,2.85,8.88,5995.98,39860.49,18607.56
